x,y,z,t,u
0.787055215,0.193267944,0.298503742,0.335253573,0.164002013
0.383501928,0.50963042,0.108879714,0.806125996,0.03651129
0.707294732,0.534101793,0.14563555,0.328010459,0.195501744
0.724189139,0.757971825,0.389602765,0.790245668,0.058958362
0.064930504,0.175673891,0.200337498,0.087609955,0.387207594
0.097086331,0.925736093,0.015112175,0.209246415,0.251955086
0.223612926,0.453770817,0.029336327,0.63869319,0.050942942
0.330077552,0.608125666,0.281334888,0.337485432,0.190233805
0.451224708,0.85393472,0.075495587,0.244933855,0.271519932
0.071678871,0.070245389,0.969899882,0.919326185,0.021371581
0.194918485,0.344241787,0.466146223,0.025280184,0.751681317
0.175396901,0.577139059,0.836842192,0.499978902,0.114489517
0.698799457,0.445843697,0.000674114,0.704658271,0.04893189
0.548757675,0.005731193,0.750700318,0.412404794,0.113257945
0.65433067,0.887933008,0.520290827,0.643066414,0.099154208
0.210292903,0.886740459,0.307566275,0.711410702,0.062499528
0.728369156,0.040466655,0.774440135,0.784104159,0.038340831
0.876593744,0.57626063,0.804728942,0.234195476,0.338249145
0.114254827,0.013035213,0.351647622,0.195781287,0.210881167
0.333656296,0.991328669,0.958670282,0.201501443,0.3669468
0.790058246,0.131035439,0.319550232,0.669903504,0.050616745
0.827186466,0.781080813,0.878250519,0.342827227,0.255426507
0.715692922,0.728028337,0.748117706,0.645304624,0.097840085
0.138440013,0.807898346,0.597719828,0.239607982,0.295815544
0.104500222,0.613624809,0.187436904,0.767345894,0.039940845
0.237050241,0.196784336,0.686366764,0.012341892,0.758948448
0.962494359,0.901052736,0.49052573,0.561769226,0.131214778
0.076826296,0.66096898,0.84961919,0.911779904,0.035060408
0.377869375,0.173904452,0.846461935,0.331560792,0.169378635
0.791977322,0.586725029,0.014932808,0.522855526,0.096684995
0.203191141,0.679836256,0.741724821,0.467877514,0.134970495
0.783002227,0.132215576,0.94126978,0.968422489,0.026809889
0.895212349,0.637268281,0.135390628,0.47050401,0.127985508
0.454809921,0.619842109,0.20915837,0.364380453,0.175071592
0.768259718,0.156381811,0.431499538,0.467211213,0.103928633
0.422032461,0.974592214,0.876052723,0.494225429,0.158865521
0.279447723,0.397176839,0.906604264,0.64126297,0.069329574
0.863114927,0.248944684,0.24331717,0.03381001,0.637896937
0.536863911,0.759509274,0.93111605,0.237158575,0.344981041
0.212550482,0.696701113,0.611920199,0.655204758,0.074307735
0.929963861,0.417412389,0.61656067,0.444023323,0.148134008
0.757560741,0.191966516,0.543332206,0.714562109,0.050875524
0.348403602,0.116372012,0.12720508,0.387192444,0.103306285
0.026439504,0.105114986,0.375199029,0.339717281,0.116666936
0.933187876,0.025106665,0.145265533,0.487560688,0.076003456
0.998816468,0.43055814,0.394907373,0.778445522,0.051137648
0.932513429,0.624589069,0.608354867,0.40542831,0.190267654
0.870662015,0.952880655,0.257073884,0.580509597,0.114271437
0.080573078,0.450931404,0.923523265,0.016234912,0.647513412
0.559417094,0.35224774,0.153291624,0.106406379,0.46362747
0.477693242,0.292441861,0.252792135,0.285104338,0.201764467
0.318831926,0.15969978,0.58462227,0.054228289,0.602747924
0.20970519,0.677969483,0.867306939,0.653162272,0.078230764
0.444961033,0.403918428,0.794015679,0.905646576,0.034595398
0.609493245,0.284527766,0.728455247,0.605523457,0.077810531
0.793017377,0.75517968,0.86170738,0.757684345,0.075972545
0.097777483,0.754285525,0.928294929,0.928655952,0.03688891
0.771134192,0.947840886,0.573290419,0.575846153,0.129127655
0.03162738,0.583347739,0.027527868,0.529654948,0.070445123
0.679036986,0.408344289,0.498142519,0.798814621,0.046165617
0.87789789,0.747204365,0.646304369,0.170243373,0.444756155
0.864854625,0.957878751,0.005189807,0.928262445,0.039257871
0.36692371,0.85705589,0.389634818,0.980713796,0.033123328
0.15898174,0.280833929,0.847112923,0.927624936,0.025953726
0.88939664,0.334643943,0.086360665,0.419688678,0.12069857
0.416324911,0.219742069,0.912274992,0.031784421,0.653982445
0.14627281,0.840913804,0.403848297,0.622785874,0.07958246
0.759356872,0.642205063,0.170130581,0.530498454,0.106591029
0.398369671,0.738206259,0.208722235,0.269440192,0.257165373
0.003943867,0.2940399,0.776884034,0.302635209,0.16923975
0.471697166,0.859687672,0.123332758,0.826428134,0.045769291
0.946606983,0.983456533,0.403313823,0.713180467,0.086933032
0.715629397,0.230611738,0.312747997,0.454890306,0.10920152
0.429598426,0.078488128,0.097392327,0.813355244,0.024993439
0.511145467,0.649071263,0.963942359,0.972060886,0.037585559
0.134289142,0.870018884,0.826273155,0.968807493,0.03578282
0.549443728,0.526232871,0.078684137,0.614180606,0.068494867
0.692158555,0.808828276,0.259821976,0.898563982,0.042416892
0.845918043,0.675404106,0.585249043,0.744820215,0.070297649
0.14332742,0.420802346,0.296693506,0.682783202,0.048097619
0.590747368,0.669434415,0.139813601,0.31679509,0.212775809
0.228170479,0.258321643,0.269227208,0.554290553,0.065666276
0.959793637,0.042903652,0.687552275,0.169914801,0.299330647
0.478701335,0.526650464,0.633853228,0.544969317,0.105948883
0.539346823,0.939321225,0.181472577,0.6480582,0.083263009
0.723153637,0.143199099,0.042537691,0.204233346,0.232417353
0.982831954,0.495030134,0.119347391,0.798226082,0.044293834
0.380377477,0.344064737,0.525454926,0.456735578,0.116875639
0.884136533,0.831829958,0.525069032,0.848436817,0.057976185
0.249852827,0.506179635,0.726794932,0.441947636,0.135986648
0.672629979,0.440294755,0.904992748,0.346426591,0.211034828
0.373297816,0.702844205,0.266678087,0.019407468,0.805578523
0.762272469,0.233727628,0.599193834,0.353313463,0.174840614
0.832287996,0.872620607,0.330094901,0.389589583,0.202442909
0.460954107,0.103265804,0.042180067,0.906188432,0.019296116
0.741605194,0.966742817,0.947249505,0.818153549,0.073645867
0.500449609,0.217090066,0.771610129,0.907701705,0.029747647
0.162205852,0.714735883,0.178504202,0.441171021,0.120456319
0.268169608,0.62830573,0.402031538,0.509166344,0.107614062
0.739638253,0.61264466,0.652703632,0.953176291,0.038222257
0.712771576,0.360834611,0.338162177,0.258508282,0.255479843
0.243751,0.846121778,0.180298306,0.234239204,0.277473546
0.949511023,0.786582682,0.339064584,0.65858176,0.088504737
0.593928963,0.375274768,0.203142284,0.599700262,0.069755553
0.920028297,0.118639132,0.866338806,0.884048376,0.03360112
0.118556721,0.187921419,0.130447671,0.476033865,0.070731689
0.428586148,0.44411597,0.612917439,0.335639648,0.203011126
0.02538222,0.235556121,0.830711826,0.522221559,0.075780353
0.017829397,0.140453151,0.402719152,0.080349459,0.412217632
0.795658875,0.194279099,0.600532363,0.684340923,0.057305985
0.612211712,0.828515916,0.098566176,0.287231338,0.244008696
0.842730106,0.767005383,0.59058815,0.396172146,0.208374859
0.022638687,0.491069758,0.076567767,0.076948147,0.427765039
0.942960848,0.474679045,0.173276574,0.530252293,0.098003231
0.885695753,0.90575466,0.08223227,0.920864308,0.040758349
0.137626209,0.462534676,0.941308994,0.815650023,0.041313728
0.962539271,0.071613645,0.708508707,0.910522336,0.028950818
0.021187737,0.120439577,0.758391569,0.455831707,0.084532522
0.619940308,0.224505352,0.277567032,0.040675035,0.66993172
0.214249956,0.440996795,0.442434226,0.229825338,0.272633075
0.075424092,0.055975749,0.010483715,0.385778497,0.078819382
0.772868368,0.80262891,0.804104468,0.891910461,0.054022361
0.731958121,0.497377343,0.500737564,0.848792364,0.043776335
0.837702726,0.205155726,0.529116178,0.250584126,0.250022038
0.295425274,0.968821041,0.157262017,0.369069482,0.177830725
0.649958307,0.533237148,0.808040756,0.646337374,0.08557751
0.088599252,0.166510768,0.236052227,0.205284866,0.21590431
0.607610852,0.170044636,0.133255313,0.875156863,0.024935797
0.924539816,0.819167473,0.272396511,0.162114114,0.413256854
0.203410203,0.757612198,0.546548982,0.263039332,0.275571132
0.314755668,0.379621522,0.615153498,0.905714118,0.03030513
0.261905001,0.060431004,0.419889883,0.856332202,0.023598642
0.100961902,0.65677399,0.583007067,0.974856304,0.027669851
0.32937881,0.218870803,0.331028961,0.201524942,0.272909518
0.172627749,0.792576281,0.143980111,0.038994475,0.601487229
0.376105868,0.689331949,0.320345301,0.518204935,0.109693164
0.987630953,0.622296525,0.8390283,0.845721062,0.056916229
0.080738394,0.005950065,0.115000537,0.347858801,0.093441011
0.28228824,0.639171685,0.106076532,0.355106541,0.160734953
0.475310075,0.202738491,0.666035471,0.402381108,0.135953078
0.051785868,0.086813231,0.795473426,0.068051767,0.428078343
0.525924776,0.761101156,0.765106819,0.223621602,0.368523855
0.631439377,0.066614187,0.594508607,0.120114167,0.408381809
0.314083217,0.594997645,0.511092224,0.353968822,0.192450305
0.08069914,0.845425649,0.509710699,0.926835092,0.03437037
0.237061032,0.444481428,0.318939796,0.694091874,0.050266396
0.649355568,0.985252727,0.570502124,0.037521129,0.692195383
0.234064669,0.314339192,0.211035527,0.452479856,0.095144424
0.764069479,0.675834957,0.876670526,0.513955861,0.143737576
0.427079733,0.29830276,0.177190414,0.059315052,0.586001306
0.236616976,0.124048887,0.204335455,0.843964496,0.023176658
0.44795112,0.79338211,0.412719495,0.276562049,0.282658897
0.770134527,0.514011723,0.889822292,0.749817985,0.065810331
0.509357205,0.686461122,0.81836647,0.218852879,0.365831188
0.411694485,0.899916157,0.102839805,0.475867216,0.125447874
0.043631374,0.071020488,0.701563964,0.795416525,0.027855502
0.587689166,0.12038809,0.271690638,0.809862128,0.030598847
0.436106812,0.858823759,0.102268317,0.628996336,0.077902313
0.417928428,0.624204793,0.607368232,0.963807385,0.032833544
0.120528237,0.868949494,0.468791883,0.850356019,0.043021588
0.427154105,0.344105602,0.416898416,0.517414315,0.09299491
0.164640783,0.974779174,0.379516268,0.719246778,0.06451279
0.428265965,0.218781013,0.265798549,0.636664876,0.053092494
0.096672416,0.570195893,0.096911926,0.184736898,0.278315643
0.580226895,0.947490978,0.261201586,0.203281371,0.364349247
0.221944959,0.894381271,0.59059062,0.670112462,0.079408743
0.516971346,0.086517866,0.925280112,0.972367685,0.023146673
0.08534646,0.225305079,0.187441846,0.155022056,0.280821056
0.554669575,0.330169351,0.837631486,0.702092767,0.060731612
0.299872962,0.900641171,0.613716528,0.752475319,0.066183377
0.747781464,0.677498298,0.167238934,0.641023169,0.077450138
0.07200428,0.045298426,0.047441442,0.293173174,0.11554441
0.576317218,0.504007764,0.662005639,0.66156734,0.075761674
0.055395706,0.387799293,0.472641812,0.060252329,0.560408582
0.524263264,0.569034376,0.574562306,0.115605352,0.551572458
0.464729943,0.119275008,0.860120727,0.730930633,0.045026463
0.19609061,0.12129673,0.484339977,0.241445669,0.206719878
0.183537131,0.878401464,0.488761572,0.631503869,0.08339178
0.359189954,0.212035069,0.459903627,0.382556303,0.134041063
0.363411098,0.938922234,0.871648614,0.298997807,0.27796008
0.922654053,0.292814565,0.820343535,0.690735202,0.066266935
0.870468903,0.790261453,0.629806822,0.55349441,0.131982689
0.461923709,0.119686065,0.616034712,0.061761878,0.579791967
0.029280389,0.604266053,0.145584146,0.401715356,0.118122463
0.917565361,0.076148542,0.150962349,0.403773102,0.106610143
0.811155936,0.605297329,0.590765118,0.703820745,0.074870337
0.319763998,0.221740987,0.194860251,0.218388852,0.235569029
0.928704756,0.463654021,0.42726203,0.567198242,0.097579265
0.88986351,0.812053881,0.723492965,0.521046934,0.150089583
0.21219675,0.335370018,0.96025179,0.811085592,0.039395456
0.612148413,0.293413373,0.033092794,0.587846423,0.061812053
0.954221689,0.1713273,0.83743211,0.192065947,0.30326378
0.232410101,0.429657894,0.930047626,0.82269447,0.04143066
0.119584969,0.089939717,0.765795226,0.919627947,0.021311428
0.041694963,0.156745387,0.709209819,0.746580321,0.034842284
0.762461956,0.170048261,0.442110316,0.887071053,0.029375064
0.521176249,0.102446719,0.592184277,0.412752896,0.119638518
0.014320989,0.759637629,0.213825264,0.105447187,0.413465056
0.76379934,0.099003824,0.851859891,0.811998221,0.038559303
0.726389662,0.797426998,0.870176453,0.670927492,0.097276007
0.21694735,0.073968793,0.335156214,0.322503543,0.134310008
0.693381179,0.406694445,0.626521147,0.820595549,0.045563594
0.115288246,0.050109596,0.266636474,0.132273159,0.291405161
0.331894172,0.17810356,0.310888221,0.650662097,0.048041129
0.194877362,0.890747762,0.867205674,0.92496016,0.042321259
0.517954639,0.382723087,0.781213979,0.734441802,0.056282609
0.582036719,0.829172912,0.995543836,0.26210794,0.32090364
0.127125101,0.366886066,0.941926442,0.372624521,0.149031965
0.014216647,0.143135045,0.611644027,0.518164941,0.067385683
0.685553398,0.745864652,0.261825001,0.845924972,0.046822764
0.761025387,0.526445592,0.110760488,0.007359047,0.771861671
0.589130129,0.478007283,0.292704827,0.694429134,0.058847302
0.702034103,0.234346352,0.442874008,0.057503906,0.633806393
0.621882141,0.132858024,0.194816997,0.142930507,0.340410086
0.785252577,0.329139815,0.318177146,0.099123247,0.50670149
0.988490169,0.252044909,0.075590319,0.751269118,0.040405546
0.960779399,0.360912727,0.33800246,0.770398846,0.047949143
0.13535137,0.091409292,0.649888073,0.440650544,0.091458232
0.63309459,0.687454545,0.565943888,0.036063461,0.800305921
0.33666011,0.573908684,0.946435383,0.74814624,0.059947943
0.521423961,0.231173639,0.018071941,0.524783594,0.06950823
0.910086988,0.649532788,0.157967067,0.841662222,0.044455502
0.853311134,0.643084832,0.838728228,0.388579879,0.208975318
0.75615793,0.042466476,0.90741685,0.670601113,0.055054728
0.884565762,0.311978681,0.335397641,0.513826431,0.098752668
0.427887293,0.619165221,0.952201678,0.094733445,0.549687034
0.035048001,0.144563833,0.450223924,0.237925009,0.191539418
0.255059195,0.721356151,0.767907457,0.060299889,0.642693269
0.38426591,0.758779554,0.159388193,0.316787896,0.209530478
0.191091173,0.963028262,0.99419868,0.459977004,0.157590188
0.429894091,0.476181281,0.987146811,0.926217315,0.036041352
0.610434268,0.800822352,0.940169051,0.089170797,0.571343517
0.735957513,0.024438752,0.612955102,0.409385673,0.118284334
0.894844119,0.821310981,0.096218861,0.380034259,0.181458567
0.548576192,0.829873727,0.465401054,0.073250563,0.656440887
0.074976614,0.582112826,0.673622595,0.256729342,0.250503329
0.027161306,0.577877986,0.940242773,0.808867532,0.043066141
0.996906454,0.673461286,0.924238658,0.149844854,0.433105818
0.020547696,0.178943539,0.286520256,0.370710802,0.105680584
0.617417106,0.512881893,0.679287622,0.30324176,0.253276234
0.374348848,0.318994661,0.706349547,0.262767731,0.247576343
0.956163416,0.1806477,0.193141484,0.99557405,0.020667688
0.564726636,0.201910576,0.99235354,0.201288319,0.296652776
0.59499643,0.390171434,0.692384823,0.279301456,0.25774332
0.188646024,0.49891847,0.167613372,0.854790483,0.029665286
0.317716466,0.407004423,0.669325213,0.73912726,0.050606375
0.225064504,0.598595387,0.677102341,0.69506819,0.063556697
0.115133444,0.961988534,0.813444289,0.767188775,0.063010497
0.245954544,0.391247721,0.544641685,0.070491825,0.604155457
0.900816705,0.422564481,0.978189043,0.744583703,0.064845971
0.14480788,0.077647671,0.058905584,0.282278269,0.131644325
0.372372975,0.17657636,0.477972594,0.539941915,0.075022572
0.209780173,0.074235608,0.549067979,0.827675122,0.026598351
0.518235229,0.247896637,0.811628815,0.295004608,0.216630586
0.737449883,0.111875479,0.479570438,0.586549587,0.068107046
0.643630223,0.15196262,0.125210018,0.749320232,0.035456292
0.658615537,0.568633993,0.746616482,0.73985066,0.066285138
0.308832812,0.219688004,0.857713834,0.421737219,0.123199262
0.749481169,0.075202602,0.088093691,0.053555966,0.479882611
0.181121611,0.568124364,0.682711776,0.68799953,0.062188553
0.277888399,0.381651028,0.265917721,0.855743159,0.029645533
0.475913835,0.26897902,0.238675678,0.302360396,0.183181137
0.583992516,0.684180919,0.259740267,0.510796227,0.117066698
0.191687188,0.692209082,0.476803799,0.920672831,0.033061036
0.039500282,0.953501136,0.14091006,0.961724643,0.027582797
0.393122619,0.842020426,0.73755732,0.400572993,0.196959281
0.961513081,0.437980026,0.690618585,0.122179867,0.47691343
0.431086158,0.603566119,0.588288664,0.994931867,0.029749939
0.353423916,0.708734616,0.504219438,0.393013421,0.179317074
0.598071082,0.476997272,0.612148892,0.325759551,0.225097162
0.090363983,0.797274826,0.762696995,0.355369343,0.193515794
0.771947318,0.5831905,0.860477012,0.505121386,0.139793922
0.615740512,0.214004745,0.371812117,0.167818302,0.347967949
0.673974036,0.979251187,0.429394927,0.334553954,0.25392131
0.73894073,0.209966891,0.06964209,0.961635184,0.020532896
0.943165468,0.296326675,0.500458607,0.694315545,0.060271821
0.592604008,0.441653036,0.853455735,0.697105407,0.068392332
0.860074106,0.943517253,0.205062813,0.746541829,0.069935778
0.663537644,0.198635243,0.49249234,0.925482686,0.026895347
0.51375544,0.19324495,0.664611765,0.338121657,0.173516617
0.741262163,0.009424984,0.807724478,0.354944478,0.145535948
0.233084727,0.614440079,0.924906528,0.504368709,0.119922082
0.950513773,0.083166726,0.094457753,0.37078113,0.116490437
0.704578985,0.039964425,0.889362315,0.687907113,0.051422537
0.525609991,0.600022681,0.007161557,0.555702024,0.08199442
0.380381577,0.835134866,0.142675525,0.54524885,0.099239264
0.323935958,0.769438344,0.120394039,0.299528835,0.213619924
0.293696594,0.722440564,0.117790572,0.839202922,0.037348021
0.261259773,0.714212321,0.245857741,0.878691323,0.035108492
0.824841505,0.985199163,0.328467809,0.619660973,0.106630569
