x,y,z,t,u
0.433037496,0.797115212,0.971263234,0.127864029,0.484869196
0.226975647,0.628333851,0.428907924,0.649542097,0.068395973
0.9124973,0.168338135,0.109093353,0.457223018,0.094070141
0.453652813,0.17246133,0.622340009,0.234877418,0.254434733
0.220666252,0.180652335,0.778478442,0.458622735,0.099673778
0.401690441,0.496397256,0.344104557,0.140745413,0.44274645
0.647825131,0.007446525,0.758506205,0.141822851,0.343989198
0.020475932,0.84535068,0.629725326,0.805796896,0.047836837
0.908420637,0.617989466,0.858167381,0.559969241,0.123338892
0.046629666,0.751184976,0.97204601,0.502017525,0.117172668
0.050828111,0.5684302,0.841971763,0.18855603,0.318984502
0.015879433,0.717295363,0.904788553,0.306604191,0.210945838
0.326230507,0.769939967,0.349832026,0.967644771,0.03117102
0.007427322,0.909091776,0.965043161,0.600432817,0.092801027
0.527607784,0.297390176,0.985257487,0.935473078,0.031494251
0.465725514,0.945444298,0.877476707,0.551369215,0.135538056
0.326559005,0.689020299,0.637564499,0.555862984,0.106555681
0.320899433,0.386813431,0.916552237,0.009125111,0.767378642
0.214847572,0.785300598,0.150499021,0.703727734,0.05582312
0.308257883,0.346297984,0.960114213,0.780636782,0.045392485
0.747004053,0.416255453,0.81434502,0.928726148,0.03673814
0.733135527,0.823211903,0.850118282,0.405993939,0.212108173
0.355960768,0.389165642,0.613930109,0.992775232,0.024603134
0.105892561,0.379186018,0.721369392,0.582949056,0.072226455
0.041296819,0.817430546,0.778252328,0.814652154,0.048516805
0.597622134,0.724352957,0.704032216,0.523818699,0.134590859
0.182009948,0.827628434,0.709106644,0.107815691,0.506390788
0.79674683,0.439992524,0.542291265,0.04566694,0.72300481
0.768566188,0.958377098,0.712969397,0.456593046,0.189155611
0.88786556,0.538518777,0.836867308,0.50764688,0.136379655
0.424193647,0.692992891,0.130032925,0.245714016,0.26846652
0.565509731,0.351424647,0.426403473,0.093624502,0.559841079
0.724327052,0.916588814,0.668843242,0.443395967,0.191205972
0.034514033,0.717417962,0.026049129,0.254958832,0.198513217
0.80690947,0.749215025,0.499640315,0.799355989,0.061070989
0.630176101,0.910025489,0.010202303,0.28503859,0.235741497
0.386915651,0.022985526,0.306044003,0.896685404,0.020441165
0.111720001,0.757628596,0.329553231,0.302503751,0.209877259
0.859716931,0.389872458,0.539163176,0.215010985,0.32770556
0.462129405,0.797350961,0.343594681,0.509180906,0.124706779
0.272223702,0.310540779,0.757769861,0.536848554,0.087395372
0.035685006,0.923566421,0.140519273,0.972289895,0.026288981
0.526281644,0.044187911,0.675376013,0.341951068,0.150267964
0.883404527,0.449245126,0.247034661,0.920547311,0.03219972
0.555434759,0.230905666,0.597281574,0.269764232,0.234856678
0.860755221,0.522200241,0.80800582,0.925652649,0.041477794
0.104401998,0.697711257,0.751349512,0.582654161,0.090164313
0.576700236,0.552990916,0.083866759,0.040325835,0.666625221
0.860602495,0.77566624,0.01783764,0.427107807,0.14587133
0.706171189,0.155824802,0.039778645,0.628983012,0.049573804
0.016962753,0.588676528,0.415952535,0.127146127,0.401997792
0.809394445,0.851775049,0.85059143,0.303413902,0.294529487
0.526701793,0.572097757,0.669905666,0.979336878,0.032362847
0.03904447,0.029085895,0.544792488,0.917911944,0.017927121
0.188735893,0.330105516,0.585945192,0.271111287,0.217795967
0.650069289,0.368310329,0.083556573,0.190338131,0.29875774
0.565841444,0.602479794,0.001141573,0.099725983,0.464307667
0.945582315,0.040212033,0.96202995,0.063397429,0.424530254
0.220213603,0.258568322,0.640792054,0.197625021,0.29251532
0.085629934,0.621993673,0.806995227,0.097121162,0.488592918
0.102294918,0.733266508,0.633335019,0.342630119,0.195823901
0.484550082,0.26945858,0.051881935,0.086776653,0.454615323
0.017672984,0.214182202,0.226977388,0.799438737,0.025645472
0.879041385,0.364991637,0.634950514,0.936233757,0.033854649
0.107881956,0.886726616,0.361399516,0.442475373,0.136531141
0.504735234,0.405831363,0.511300721,0.792559214,0.044450652
0.801042061,0.795840557,0.004343644,0.269989363,0.24427028
0.824199561,0.562948815,0.502510635,0.095314801,0.58248078
0.976758082,0.881495705,0.506187267,0.646113449,0.103461838
0.755755696,0.990257454,0.050668084,0.858592837,0.047773671
0.950382841,0.557851973,0.825873064,0.416053074,0.182982335
0.560891748,0.386790167,0.750620301,0.44610786,0.139997479
0.376242175,0.522262338,0.903974737,0.574310816,0.097199347
0.987984384,0.36902053,0.569768652,0.478506271,0.12645324
0.691607029,0.497621006,0.613533222,0.328705277,0.22873795
0.801072612,0.204243191,0.789463082,0.414626846,0.141781915
0.586078835,0.837314394,0.534566545,0.61283103,0.103926259
0.433149842,0.230322738,0.43601642,0.987783622,0.020948823
0.255084159,0.321488977,0.027084157,0.436436861,0.091821291
0.314151936,0.488198825,0.502749472,0.081444547,0.603760393
0.050345232,0.152405587,0.957321875,0.110250101,0.34194122
0.647903481,0.795968926,0.706598697,0.106113389,0.580468301
0.738401459,0.25608796,0.093088396,0.585077327,0.064680615
0.279214016,0.663371789,0.323429336,0.706473865,0.057881322
0.562617804,0.605108495,0.413217622,0.805830951,0.048908658
0.198871673,0.538334576,0.455303253,0.625844133,0.068945866
0.318563595,0.957361619,0.590167069,0.632715624,0.095527301
0.977033698,0.310240916,0.027669152,0.645345797,0.056004816
0.264132232,0.422124594,0.946161463,0.439554358,0.132745647
0.947966711,0.092646182,0.247198208,0.331503801,0.147874088
0.109816615,0.280407561,0.276581494,0.506107909,0.074023776
0.157828263,0.878070442,0.99120355,0.114202219,0.440308711
0.089881749,0.210673003,0.97357629,0.8318892,0.031269873
0.893489273,0.129307596,0.388834712,0.57590632,0.070852365
0.51345927,0.664444587,0.836784835,0.165361647,0.444969599
0.160621964,0.604553078,0.080695802,0.390214202,0.128393656
0.74836365,0.584084685,0.581980964,0.761964757,0.061492678
0.13213035,0.041202376,0.764573456,0.480263053,0.077324766
0.412413219,0.991806524,0.563807877,0.983054563,0.039238315
0.90428445,0.241197348,0.644899919,0.442548771,0.130910844
0.266675994,0.198776469,0.450830218,0.33762615,0.151080534
0.815246966,0.066091887,0.46026173,0.758862457,0.03903345
0.686218448,0.409247538,0.369022758,0.280819283,0.243175271
0.227353076,0.129229639,0.444198552,0.856637303,0.025002253
0.029520692,0.818930633,0.442106959,0.419578742,0.140895959
0.93395191,0.95546955,0.99347595,0.067161293,0.502819031
0.835448277,0.318354109,0.282797367,0.759952103,0.04541358
0.954312568,0.99256924,0.50204582,0.968667792,0.047347989
0.060971709,0.369523226,0.634327951,0.171070609,0.320963938
0.931780557,0.684053528,0.520695973,0.705372688,0.078317507
0.504722407,0.85199348,0.99434146,0.471937766,0.16732847
0.472520689,0.089047977,0.381973511,0.276983732,0.186698914
0.993793838,0.984747131,0.59192098,0.430584645,0.202324303
0.794826963,0.910214542,0.979057728,0.202221871,0.392117076
0.343612613,0.318456901,0.926604253,0.956261991,0.027756873
0.252376914,0.339169188,0.26856124,0.722062505,0.041791186
0.16834534,0.996462586,0.405669499,0.05396764,0.57250503
0.499177437,0.220520896,0.118712394,0.047809073,0.584411939
0.14271744,0.308938042,0.338855766,0.405470039,0.113821772
0.898073658,0.885085888,0.135549025,0.114880529,0.451101737
0.830867753,0.770710107,0.051599167,0.778673906,0.052927049
0.350304855,0.388131969,0.559729392,0.059430515,0.671491367
0.062168191,0.353381944,0.654375073,0.502291379,0.088315292
0.755923172,0.864467507,0.107629455,0.561397272,0.105171994
0.13008048,0.400782396,0.034045241,0.79067913,0.029579604
0.098811289,0.24517544,0.400143974,0.379119054,0.119403894
0.803897489,0.668572465,0.544131021,0.672340375,0.084005904
0.457542064,0.791403447,0.613888333,0.206875223,0.386213939
0.553652394,0.466361878,0.186616916,0.046394131,0.685197211
0.597666656,0.703877763,0.401606249,0.794813841,0.054373623
0.98527574,0.141925297,0.912152227,0.839701977,0.039500068
0.684004913,0.006077838,0.878642937,0.228117448,0.232813606
0.206503712,0.669694465,0.004839896,0.772410963,0.038938917
0.870684297,0.074707844,0.80254948,0.31241691,0.181243081
0.416073714,0.875040054,0.237726453,0.487946222,0.129071386
0.1345229,0.658517967,0.80362708,0.933013627,0.033786417
0.633483351,0.034531233,0.562553209,0.873164995,0.027035395
0.032294204,0.559593051,0.841846451,0.114951272,0.425220427
0.091617019,0.258272071,0.585157873,0.795073023,0.032864871
0.331976052,0.272831997,0.908067617,0.746219838,0.047156809
0.079585046,0.807415251,0.453065298,0.277071392,0.239732708
0.173985783,0.926501611,0.583419171,0.602860453,0.09530289
0.951526666,0.257047504,0.715359274,0.306477929,0.213835988
0.731157374,0.615493796,0.612826641,0.465381466,0.153828491
0.363027544,0.044077078,0.898484611,0.857586448,0.028226164
0.383767406,0.018007392,0.779841284,0.281019652,0.179520086
0.297221583,0.835698812,0.246250884,0.722367036,0.05968581
0.008082978,0.758555994,0.338054996,0.083523471,0.480932721
0.543695157,0.601084194,0.335162628,0.600653265,0.085781856
0.764366585,0.434478953,0.524833597,0.691789327,0.0663058
0.669127682,0.363170778,0.650440658,0.995564709,0.027374779
0.721904294,0.428938924,0.300635026,0.932707958,0.030151786
0.039432202,0.823428664,0.38750086,0.551958152,0.09112531
0.104954745,0.699870166,0.073656302,0.356848456,0.145935602
0.955170154,0.091893688,0.632638123,0.877777135,0.03142218
0.315932642,0.546013343,0.777465514,0.540101493,0.105164236
0.375700848,0.958672069,0.032746144,0.224068413,0.279171678
0.207966072,0.48877329,0.220029484,0.20083892,0.288830915
0.349034505,0.584103507,0.301355722,0.002102474,0.921188855
0.076133133,0.569625907,0.46876464,0.74349564,0.046461976
0.045404776,0.394273076,0.780751331,0.360571475,0.150462931
0.77927719,0.097906413,0.132849437,0.458124529,0.088293817
0.852549091,0.552394813,0.689049995,0.098445488,0.568230804
0.465647957,0.582105999,0.375698691,0.283692893,0.253291922
0.657577748,0.70957065,0.146579021,0.913625144,0.035554039
0.511779736,0.781136347,0.913301153,0.606009148,0.109341602
0.905725811,0.902917733,0.884178605,0.65151917,0.112456958
0.744264205,0.206989265,0.477596617,0.140664869,0.404719098
0.528829942,0.468232875,0.192588868,0.872704066,0.032548245
0.799976416,0.326686054,0.949505117,0.083282947,0.520078892
0.41549173,0.421982859,0.270756853,0.979721899,0.023261494
0.59194871,0.775551316,0.881874362,0.033527521,0.713831508
0.743858269,0.647018639,0.563187913,0.34357013,0.232884777
0.072093575,0.618620217,0.837120268,0.6278386,0.074742665
0.247048258,0.657085299,0.238720386,0.808334701,0.040597787
0.310976078,0.131590498,0.962052064,0.155363673,0.319629661
0.957512194,0.096896935,0.434159999,0.658659418,0.054712802
0.709257359,0.414416795,0.159491516,0.709390283,0.051850101
0.563416704,0.150672183,0.197290705,0.649354978,0.048668631
0.597150889,0.621337782,0.344838622,0.854331812,0.042460438
0.280999996,0.692112137,0.338032276,0.24725152,0.280574929
0.397949144,0.234152204,0.53872697,0.985773478,0.021697861
0.517384867,0.507404164,0.602375708,0.148629928,0.465476309
0.064519793,0.834609328,0.932249243,0.373299533,0.182284546
0.313657926,0.657026532,0.560296834,0.072653433,0.647345082
0.009055586,0.545944809,0.954126965,0.613823356,0.072467968
0.140482394,0.507906572,0.787277648,0.369688545,0.166169357
0.157455032,0.995120368,0.51810978,0.104922474,0.482233978
0.673101567,0.357543988,0.43996587,0.273184786,0.248507718
0.626405405,0.940707262,0.99695965,0.110049652,0.504043199
0.353232553,0.609985005,0.399490028,0.959297237,0.029426953
0.052062854,0.486441999,0.009222178,0.554337166,0.061053721
0.416142906,0.212628509,0.152432056,0.917196279,0.021647577
0.878364036,0.976649962,0.781033486,0.289066539,0.313150499
0.566923424,0.343090537,0.967962559,0.112773476,0.473469449
0.410123877,0.559811867,0.712940419,0.362179829,0.198643047
0.393497631,0.588436319,0.640351877,0.276670882,0.272863804
0.309484901,0.540823535,0.224528951,0.688443651,0.054311882
0.605552027,0.478597575,0.55854052,0.596910985,0.088658963
0.470970403,0.817399788,0.243209403,0.804690619,0.050447709
0.064246511,0.541831811,0.657097819,0.847382546,0.035976064
0.107674262,0.436887484,0.735836224,0.789265749,0.040965033
0.865343911,0.467483744,0.114600473,0.897749625,0.032245192
0.069517744,0.864669851,0.394103884,0.294451805,0.221912288
0.01554101,0.554656206,0.359327571,0.45451635,0.105222688
0.957318575,0.899456488,0.319433545,0.118220421,0.478281994
0.417798462,0.136732066,0.276208626,0.456385796,0.090652777
0.892346506,0.49054134,0.985965851,0.726476307,0.071742712
0.589350426,0.062583486,0.231877182,0.853141823,0.02509064
0.013038962,0.248225121,0.302179082,0.260998324,0.175175101
0.177120282,0.237253932,0.464651522,0.566044766,0.06564939
0.178803638,0.712014636,0.510822174,0.276414985,0.252785027
0.234677953,0.896910614,0.386419959,0.784314639,0.053769038
0.163310071,0.025927133,0.564836275,0.459858513,0.07981953
0.947212805,0.174199148,0.266433315,0.783027041,0.037939967
0.290493257,0.087652901,0.359537367,0.592105883,0.053477857
0.753647981,0.753514711,0.308390414,0.014831225,0.796266133
0.826719013,0.651917473,0.423030117,0.3953636,0.188461953
0.555130441,0.536680172,0.778063769,0.413866634,0.172736122
0.944475191,0.212688378,0.772947664,0.060247136,0.541565291
0.99582164,0.845451013,0.072864532,0.752184257,0.061970887
0.530047658,0.899175009,0.604971613,0.112807035,0.557588359
0.309816852,0.295054387,0.73322523,0.241677009,0.259163508
0.212905928,0.717745731,0.235054559,0.646400533,0.066378318
0.554666564,0.162225447,0.40228597,0.568354954,0.070013719
0.827637209,6.02643E-05,0.880575952,0.663094667,0.054542979
0.898272121,0.198593729,0.005015788,0.275844052,0.17361251
0.688259843,0.363638403,0.334728392,0.815381119,0.039749231
0.297126068,0.162916875,0.492317791,0.578739976,0.063321578
0.034592368,0.154916287,0.380108525,0.766724981,0.029053536
0.913575227,0.987110088,0.942472856,0.505925788,0.172917508
0.640887242,0.432145356,0.984802682,0.889682856,0.04146017
0.262761048,0.760035887,0.689640102,0.099518819,0.553091926
0.876171627,0.446632711,0.571996288,0.882844287,0.040822596
0.334380894,0.17111698,0.290623806,0.065054651,0.540054742
0.945056243,0.078004668,0.465038687,0.144544224,0.338767715
0.729739821,0.455699419,0.349307035,0.763021931,0.050608371
0.867486233,0.75040031,0.590280372,0.142292643,0.491345698
0.644936093,0.63573402,0.244456212,0.766039733,0.05314296
0.152686323,0.327800837,0.822466252,0.487335712,0.098888795
0.173160592,0.565921942,0.785797919,0.868035468,0.03817478
0.370089989,0.997388137,0.059214337,0.043361738,0.543908644
0.175084564,0.970701857,0.714808173,0.381892362,0.195231787
0.450758395,0.321265878,0.224111699,0.486349649,0.093935893
0.933537013,0.911620178,0.922363462,0.429164787,0.207508641
0.456886988,0.011624013,0.115489739,0.323826696,0.124205649
0.992129538,0.294062749,0.484023668,0.876363539,0.036191544
0.257712271,0.830611571,0.216820049,0.131368241,0.431427651
0.38687184,0.966943118,0.979903393,0.7255072,0.083231994
0.702363173,0.532021996,0.203663048,0.670942029,0.064877708
0.335420074,0.290683653,0.984662108,0.388608221,0.147908883
0.795348131,0.503764104,0.212767035,0.768246396,0.049204057
0.411120369,0.632271785,0.068905304,0.451509776,0.117531772
0.100973365,0.219396845,0.83257463,0.506900306,0.08240003
0.242448052,0.867390202,0.519982239,0.986260112,0.032703941
0.65627217,0.741376434,0.989186666,0.198225038,0.391658462
0.629856998,0.176326872,0.595601658,0.264888233,0.232199448
0.079815164,0.055349167,0.406151268,0.391899675,0.095279216
0.417134171,0.069210671,0.275681726,0.921576617,0.019923865
0.39923195,0.210146372,0.544549508,0.025247069,0.767754369
0.876121396,0.396599909,0.678757655,0.83655766,0.046030665
0.552024086,0.297683354,0.188616717,0.579517705,0.068516409
0.918682476,0.920618818,0.968678625,0.486130625,0.178188013
0.678506844,0.197691081,0.21795701,0.868958827,0.027860645
0.205797043,0.690576011,0.064815475,0.758934351,0.042533962
0.678570628,0.077843146,0.372063241,0.279517597,0.189477141
0.587911801,0.990650745,0.069072725,0.669938057,0.076408733
0.0970337,0.65633153,0.335581248,0.974919046,0.024905119
0.685236858,0.518896917,0.22329924,0.957110859,0.028885034
0.773864782,0.965176968,0.179183548,0.122940078,0.458659357
0.331137909,0.418533446,0.734932897,0.314718244,0.211744573
0.197274128,0.726782384,0.238293306,0.37764538,0.158939759
0.333642394,0.545822282,0.669406119,0.356930676,0.193682767
0.138967538,0.457029557,0.525622425,0.295199244,0.20509592
0.845360787,0.713245723,0.708697787,0.798514841,0.064636458
0.041732155,0.795387134,0.832256193,0.572713966,0.095669739
0.232887499,0.694547144,0.657313034,0.31214503,0.232825991
0.405502309,0.731819863,0.355397413,0.779248188,0.052710319
0.315335198,0.812601136,0.682102952,0.827803703,0.052619043
0.590205593,0.215575389,0.440894345,0.475123997,0.103067345
0.334663499,0.954627544,0.403149917,0.945499278,0.038236007
0.88586233,0.955990948,0.761942519,0.40188449,0.225011635
0.922933808,0.27205284,0.678353993,0.73266841,0.055841432
0.837705586,0.779981214,0.312656906,0.286240195,0.275170192
0.5846874,0.812146727,0.437265247,0.234368766,0.345812783
0.172566506,0.480721674,0.600750615,0.566143673,0.082757592
0.374292439,0.111085756,0.890452126,0.809398822,0.034562466
0.245931464,0.005347045,0.042176514,0.034823504,0.467013556
0.074302689,0.066979486,0.593893749,0.843175068,0.023828158
0.684108129,0.263706578,0.966411086,0.679184226,0.065116142
0.047395844,0.096489409,0.578479457,0.569750859,0.055035744
0.322376159,0.609706144,0.397674713,0.601308537,0.081080564
0.724846805,0.864225394,0.3558721,0.027735134,0.736990129
0.461989623,0.365444523,0.323728698,0.145184636,0.411615545
0.935617394,0.019414764,0.772819274,0.840358675,0.033653305
0.169876239,0.766391147,0.544164727,0.934004006,0.034080345
0.638330375,0.266829311,0.646094609,0.301617782,0.217144145
0.487434582,0.437111398,0.873239749,0.861162584,0.041589353
0.38433821,0.264865241,0.100085507,0.429788037,0.099879876
0.385800623,0.978581437,0.630221929,0.971252282,0.040601726
0.238788049,0.464105874,0.166381698,0.873444394,0.028098701
0.865285857,0.040740923,0.98751041,0.395905768,0.130914982
0.768426386,0.217637183,0.437517795,0.344133177,0.170866529
0.73974536,0.093790321,0.179164325,0.281850613,0.174449455
0.059954601,0.536820431,0.369826187,0.936319814,0.02510068
0.597021689,0.64304163,0.353023128,0.595691315,0.091676601
0.04819549,0.157458971,0.762109124,0.638821321,0.049022929
0.925446629,0.306172627,0.814010149,0.46311565,0.132606119
0.371686973,0.784724696,0.47932829,0.019785847,0.825484205
0.122011608,0.911279868,0.126578094,0.028355647,0.567027987
0.314732911,0.720539907,0.093141614,0.464694647,0.114768618
0.036581301,0.728076443,0.362037348,0.408736173,0.137073164
0.256159361,0.728617822,0.097177684,0.996654226,0.023849683
0.490840643,0.939484494,0.939343859,0.31743903,0.272566902
0.287113412,0.623388309,0.723668545,0.768220051,0.054698654
0.240456734,0.714362606,0.05578098,0.051892692,0.561478585
0.560189918,0.782886764,0.324413203,0.537780911,0.115912563
0.809076083,0.528625692,0.621464701,0.069720554,0.653460508
0.686220953,0.853565984,0.804450322,0.973543358,0.044199561
0.727273494,0.078230559,0.922681754,0.152633559,0.335614622
0.739065624,0.768020042,0.656574495,0.391950358,0.212482509
0.291041167,0.229011283,0.856358191,0.618380433,0.064631954
0.608638695,0.006581255,0.740466019,0.440272908,0.104200525
0.346354917,0.917223167,0.087619723,0.308844169,0.211617343
0.238740006,0.860025718,0.838479707,0.807368667,0.057422311
0.841819765,0.181366802,0.058819449,0.278277375,0.177003607
0.494909751,0.098036951,0.1781236,0.075775899,0.468320305
0.707517674,0.195673634,0.1292969,0.201767668,0.260222875
0.343958295,0.65145491,0.83767119,0.262908374,0.290968678
0.526441368,0.848829289,0.505542729,0.153556592,0.475711552
0.501310436,0.437398396,0.847322576,0.31337051,0.229165489
0.90211827,0.259071645,0.469077321,0.438973136,0.128031264
0.170894169,0.56316033,0.494626499,0.358417292,0.17234045
0.956272507,0.526437159,0.443374765,0.611352179,0.090049183
0.570721578,0.701562087,0.345502052,0.248793101,0.308069906
0.977508263,0.359670189,0.398324285,0.951445546,0.030169038
0.851553596,0.338835392,0.064752219,0.051721586,0.542776617
0.266175857,0.8129559,0.859661048,0.223209041,0.337323122
0.020987826,0.596585856,0.197451957,0.107383581,0.404993329
0.906396464,0.50508947,0.953277876,0.291970046,0.263625094
0.514657476,0.591417257,0.074882586,0.266895744,0.2353677
0.809319096,0.702730536,0.975085783,0.146461023,0.457660214
0.672673818,0.387715529,0.950789474,0.704319212,0.066791998
0.003713898,0.333544351,0.359485783,0.135176176,0.339480698
0.472746672,0.016424732,0.587592522,0.49161767,0.081910582
0.160413867,0.887730017,0.874969425,0.109396312,0.470675911
0.246916884,0.19214541,0.525950171,0.820893835,0.030612653
0.526763496,0.880643639,0.037747636,0.5707431,0.093049578
0.541728921,0.091846024,0.217515618,0.36585122,0.123313417
0.458758689,0.573725231,0.200140056,0.212626457,0.311385527
0.904705254,0.381951081,0.463956305,0.487764265,0.119575592
0.946459799,0.32587915,0.485434287,0.3863796,0.162302684
0.474178094,0.054459174,0.12637852,0.195958756,0.229752744
0.874791827,0.893693423,0.587510497,0.728412051,0.084381488
0.89835849,0.276673801,0.635806581,0.73171609,0.055297512
0.363900184,0.209781897,0.071152097,0.165007381,0.283923483
0.095154438,0.88532259,0.068605122,0.665989375,0.058774768
0.767449011,0.280339424,0.388086967,0.081033114,0.556804221
0.859930068,0.039451926,0.76439785,0.749290846,0.043484309
0.273107167,0.463756224,0.347141106,0.603019896,0.069767543
0.690809048,0.657470224,0.680399561,0.854128828,0.051049445
0.221311246,0.132779449,0.41326702,0.396119672,0.109607369
0.858483177,0.794720209,0.735126076,0.787071559,0.070908562
0.608759458,0.580936489,0.484909411,0.951079818,0.033821973
0.170945393,0.199216195,0.149645131,0.574621492,0.053152189
0.398232044,0.562484133,0.039501706,0.294279184,0.196353367
0.848218803,0.253455864,0.096713144,0.360114706,0.140841667
0.365626784,0.454567031,0.767732148,0.68950559,0.063690537
0.594937009,0.585396413,0.552407595,0.407017893,0.176171018
0.070601032,0.931410246,0.864088127,0.126633888,0.41543413
0.066318043,0.145557339,0.514260669,0.190496885,0.247741715
0.082476466,0.463091061,0.227385275,0.130362827,0.370925424
0.607441198,0.20548007,0.420447107,0.587886656,0.069883501
0.437751698,0.979324482,0.846354057,0.284512042,0.300703213
0.107226389,0.986699863,0.446994233,0.390412503,0.171881332
0.889654536,0.286318214,0.455114513,0.451046738,0.124969581
0.355258231,0.456541865,0.94014975,0.399920418,0.161803481
0.74478743,0.039530845,0.304016837,0.588111575,0.058887172
0.198108202,0.247155118,0.536345033,0.31968564,0.167034865
0.723125055,0.179999966,0.864421972,0.601536052,0.075928268
0.322543821,0.656360905,0.880499935,0.093528721,0.553899613
0.583841813,0.53439326,0.50040357,0.304280227,0.244981546
0.326157559,0.020421922,0.939967107,0.796305104,0.032434113
0.916232808,0.271404471,0.01665925,0.210311232,0.239566378
0.207216464,0.768452354,0.371618328,0.251935468,0.274460183
0.849459109,0.395869282,0.826829426,0.757074415,0.059171089
0.840481189,0.364443731,0.71843883,0.367816523,0.187580772
0.812851738,0.389014912,0.795793468,0.899977646,0.03927313
0.821809631,0.008147263,0.754700976,0.521722143,0.082877941
0.722810525,0.522909171,0.134875149,0.072321408,0.572000929
0.534549198,0.902557464,0.514371138,0.220324209,0.37172359
0.84603261,0.267679663,0.805166854,0.496683017,0.114848365
0.634254776,0.779926175,0.92818741,0.224862466,0.36655295
0.347306263,0.656711853,0.539143427,0.54975965,0.104571455
0.496574663,0.542707567,0.482904543,0.178660681,0.403241351
0.982270845,0.022128776,0.855207628,0.260489839,0.20434466
0.105902969,0.688028262,0.668932266,0.491506665,0.117252827
0.428303248,0.545882163,0.031465468,0.127505624,0.403048114
0.140908027,0.950628408,0.076071192,0.081992804,0.437534761
0.756801259,0.483090132,0.096239664,0.450136566,0.120175307
0.375531227,0.604158912,0.561392485,0.45425469,0.141300344
0.382363085,0.069281937,0.217640029,0.232821956,0.201024344
0.985426098,0.447862969,0.037513433,0.535882978,0.087358495
0.212677931,0.136571147,0.872088977,0.29778518,0.172886057
0.784685926,0.000694908,0.416858119,0.652331748,0.049083369
0.718151866,0.030107509,0.250385389,0.045905445,0.538869274
0.327261373,0.775476318,0.453659975,0.781801145,0.05418406
0.884849655,0.523403318,0.869066353,0.166630582,0.41607692
0.915475509,0.558105407,0.324036575,0.95521269,0.033473723
0.135710367,0.444516979,0.684719401,0.434706908,0.12498778
0.096000947,0.542048722,0.488684189,0.822326782,0.037045905
0.095149094,0.807266837,0.469829119,0.78060687,0.049467555
0.380390998,0.071703025,0.556371178,0.753110251,0.035879376
0.108804069,0.542561564,0.582766526,0.610533429,0.072073201
0.451732387,0.605944466,0.151186032,0.222142083,0.293560017
0.48977952,0.178527881,0.114408866,0.097250218,0.422863846
0.705250791,0.931394254,0.797168322,0.566568037,0.13691039
0.148745363,0.787947716,0.243565435,0.173816001,0.344492226
0.981499966,0.946280529,0.021959624,0.386414426,0.175419435
0.512218418,0.768833576,0.563304996,0.635160042,0.092393528
0.757280781,0.65194734,0.045674021,0.858482434,0.038521403
0.098706383,0.728359042,0.234579918,0.082332383,0.498084828
0.239294318,0.289072847,0.303509297,0.92123784,0.022791046
0.464264153,0.519473042,0.219443743,0.190306909,0.340287323
0.731466619,0.108576527,0.317391632,0.661216396,0.050193102
0.592435353,0.840523181,0.193456228,0.430833539,0.158149265
0.760716602,0.680444184,0.509723587,0.632559691,0.093073068
0.226864959,0.976384717,0.066996826,0.395195183,0.149689204
0.132378485,0.019082384,0.997610245,0.39337232,0.103149356
0.24921232,0.700848718,0.423863714,0.698507053,0.062477575
0.099590038,0.046573466,0.457738802,0.554307855,0.054741915
0.338730975,0.559409985,0.522458386,0.403886864,0.159761456
0.920353362,0.337445139,0.748976077,0.369221075,0.183572803
0.180005949,0.054852081,0.246806403,0.774885463,0.026322946
0.774816446,0.26417253,0.484762772,0.434739641,0.129940783
0.642154822,0.712043663,0.31207304,0.904373292,0.039513185
0.631732662,0.041348175,0.323049603,0.879678902,0.024187288
0.950963957,0.438620381,0.222314393,0.133615581,0.411263315
0.444045959,0.686821584,0.116297758,0.335346606,0.189696446
0.558632658,0.132952419,0.718852512,0.211438997,0.280809987
0.291818302,0.176129828,0.452932439,0.822525002,0.029837622
0.073111012,0.858993583,0.885209575,0.994756157,0.032635665
0.511936415,0.892350566,0.37215506,0.677850784,0.081142043
0.819323252,0.245022253,0.227661462,0.921738296,0.026296008
0.616040272,0.133334099,0.731976395,0.817396084,0.036480403
0.624795142,0.857623808,0.513689948,0.776844791,0.066352127
0.86242568,0.018602704,0.365886303,0.200077023,0.249005744
0.771167543,0.37733668,0.03983495,0.112649208,0.412736304
0.963745046,0.729908034,0.443307022,0.021608254,0.710343374
0.337977133,0.9467773,0.676362706,0.329024661,0.248262129
0.054687186,0.206433129,0.825825485,0.550498246,0.068666552
0.893706449,0.575025314,0.59058309,0.714026604,0.072320957
0.142704023,0.8337071,0.349000835,0.497763452,0.113604491
0.419722702,0.427230131,0.580668774,0.375776331,0.171076078
0.742002727,0.932725267,0.372583757,0.189742341,0.403554832
0.628430927,0.101796528,0.941287293,0.967618777,0.02486713
0.183277511,0.01958836,0.515128692,0.665007219,0.039936972
0.409445072,0.925884896,0.564064494,0.652125471,0.091865034
0.93908791,0.672919362,0.166420194,0.762511827,0.056587803
0.084363797,0.838261487,0.624949649,0.030803417,0.651962255
0.142144048,0.948358737,0.617839461,0.582868677,0.101251561
0.744674672,0.127125372,0.473313806,0.545372157,0.078816613
0.157822219,0.940479785,0.064945131,0.977100622,0.026940627
0.708365284,0.92868405,0.793571575,0.658073853,0.106045914
0.617326841,0.39571227,0.173290493,0.483403157,0.102816133
0.080941841,0.258057242,0.960794801,0.405273796,0.119022901
